,Date,Minimum,Maximum,Average
1958,10/11/2018,60,70,65
1959,10/12/2018,60,70,65
1960,10/13/2018,60,65,62.5
1961,10/14/2018,60,70,65
1962,10/15/2018,65,70,67.5
1963,10/16/2018,45,52,48.5
1964,10/17/2018,45,52,48.5
1965,10/18/2018,45,52,48.5
1966,10/19/2018,50,58,54
1967,10/20/2018,40,48,44
1968,10/21/2018,35,40,37.5
1969,10/22/2018,20,30,25
1970,10/23/2018,20,25,22.5
1971,10/24/2018,20,25,22.5
1972,10/25/2018,25,30,27.5
1973,10/26/2018,25,30,27.5
1974,10/27/2018,25,30,27.5
1975,10/28/2018,25,30,27.5
1976,10/29/2018,34,38,36
1977,10/30/2018,30,35,32.5
1978,10/31/2018,35,45,40
1979,11/1/2018,35,45,40
1980,11/2/2018,35,40,37.5
1981,11/3/2018,25,30,27.5
1982,11/4/2018,25,30,27.5
1983,11/5/2018,25,30,27.5
1984,11/6/2018,22,28,25
1985,11/7/2018,22,28,25
1986,11/8/2018,20,25,22.5
1987,11/9/2018,20,25,22.5
1988,11/10/2018,20,25,22.5
1989,11/11/2018,18,24,21
1990,11/12/2018,20,28,24
1991,11/13/2018,20,25,22.5
1992,11/14/2018,20,25,22.5
1993,11/15/2018,15,20,17.5
1994,11/16/2018,12,20,16
1995,11/17/2018,17,25,21
1996,11/18/2018,15,25,20
1997,11/19/2018,15,25,20
1998,11/20/2018,18,25,21.5
1999,11/21/2018,18,25,21.5
2000,11/22/2018,20,25,22.5
2001,11/23/2018,18,25,21.5
2002,11/24/2018,18,20,19
2003,11/25/2018,18,25,21.5
2004,11/26/2018,16,22,19
2005,11/27/2018,16,22,19
2006,11/28/2018,16,24,20
2007,11/29/2018,20,28,24
2008,11/30/2018,18,24,21
2009,12/1/2018,15,20,17.5
2010,12/2/2018,20,25,22.5
2011,12/3/2018,20,30,25
2012,12/4/2018,20,25,22.5
2013,12/5/2018,15,20,17.5
2014,12/6/2018,12,20,16
2015,12/7/2018,15,25,20
2016,12/8/2018,18,24,21
2017,12/9/2018,15,25,20
2018,12/10/2018,20,25,22.5
2019,12/11/2018,15,25,20
2020,12/12/2018,20,25,22.5
2021,12/13/2018,15,25,20
2022,12/14/2018,20,25,22.5
2023,12/15/2018,20,25,22.5
2024,12/16/2018,20,25,22.5
2025,12/17/2018,18,25,21.5
2026,12/18/2018,15,25,20
2027,12/19/2018,15,20,17.5
2028,12/20/2018,15,20,17.5
2029,12/21/2018,10,20,15
2030,12/22/2018,18,22,20
2031,12/23/2018,15,20,17.5
2032,12/24/2018,15,20,17.5
2033,12/25/2018,18,22,20
2034,12/26/2018,15,20,17.5
2035,12/27/2018,15,20,17.5
2036,12/28/2018,15,20,17.5
2037,12/29/2018,15,20,17.5
2038,12/30/2018,15,20,17.5
2039,12/31/2018,20,30,25
2040,1/1/2019,20,25,22.5
2041,1/2/2019,20,25,22.5
2042,1/3/2019,20,25,22.5
2043,1/4/2019,20,25,22.5
2044,1/5/2019,22,28,25
2045,1/6/2019,30,35,32.5
2046,1/7/2019,30,35,32.5
2047,1/8/2019,30,35,32.5
2048,1/9/2019,30,35,32.5
2049,1/10/2019,30,35,32.5
2050,1/11/2019,30,35,32.5
2051,1/12/2019,28,30,29
2052,1/13/2019,30,35,32.5
2053,1/14/2019,20,30,25
2054,1/15/2019,30,35,32.5
2055,1/16/2019,25,30,27.5
2056,1/17/2019,22,28,25
2057,1/18/2019,25,30,27.5
2058,1/19/2019,20,25,22.5
2059,1/20/2019,20,25,22.5
2060,1/21/2019,20,25,22.5
2061,1/22/2019,20,25,22.5
2062,1/23/2019,18,22,20
2063,1/24/2019,15,20,17.5
2064,1/25/2019,15,20,17.5
2065,1/26/2019,18,24,21
2066,1/27/2019,15,20,17.5
2067,1/28/2019,15,20,17.5
2068,1/29/2019,20,25,22.5
2069,1/30/2019,20,25,22.5
2070,1/31/2019,20,25,22.5
2071,2/1/2019,20,25,22.5
2072,2/2/2019,20,25,22.5
2073,2/3/2019,15,20,17.5
2074,2/4/2019,15,20,17.5
2075,2/5/2019,15,20,17.5
2076,2/6/2019,15,20,17.5
2077,2/7/2019,15,20,17.5
2078,2/8/2019,20,25,22.5
2079,2/9/2019,25,30,27.5
2080,2/10/2019,30,35,32.5
2081,2/11/2019,35,40,37.5
2082,2/12/2019,25,35,30
2083,2/13/2019,20,25,22.5
2084,2/14/2019,20,25,22.5
2085,2/15/2019,25,30,27.5
2086,2/16/2019,25,30,27.5
2087,2/17/2019,20,25,22.5
2088,2/18/2019,20,25,22.5
2089,2/19/2019,23,30,26.5
2090,2/20/2019,25,30,27.5
2091,2/21/2019,30,35,32.5
2092,2/22/2019,30,35,32.5
2093,2/23/2019,30,35,32.5
2094,2/24/2019,30,35,32.5
2095,2/25/2019,30,35,32.5
2096,2/26/2019,30,35,32.5
2097,2/27/2019,30,35,32.5
2098,2/28/2019,30,35,32.5
2099,3/1/2019,30,35,32.5
2100,3/2/2019,35,40,37.5
2101,3/3/2019,35,40,37.5
2102,3/4/2019,43.43333333,48.43333333,45.93333333
2103,3/5/2019,35,40,37.5
2104,3/6/2019,35,40,37.5
2105,3/7/2019,40,45,42.5
2106,3/8/2019,40,45,42.5
2107,3/9/2019,40,45,42.5
2108,3/10/2019,40,45,42.5
2109,3/11/2019,40,45,42.5
2110,3/12/2019,40,45,42.5
2111,3/13/2019,40,45,42.5
2112,3/14/2019,40,45,42.5
2113,3/15/2019,55,60,57.5
2114,3/16/2019,55,60,57.5
2115,3/17/2019,50,55,52.5
2116,3/18/2019,50,55,52.5
2117,3/19/2019,50,55,52.5
2118,3/20/2019,50,55,52.5
2119,3/21/2019,50,55,52.5
2120,3/22/2019,45,50,47.5
2121,3/23/2019,55,60,57.5
2122,3/24/2019,55,60,57.5
2123,3/25/2019,55,60,57.5
2124,3/26/2019,55,60,57.5
2125,3/27/2019,45,50,47.5
2126,3/28/2019,45,50,47.5
2127,3/29/2019,35,40,37.5
2128,3/30/2019,35,40,37.5
2129,3/31/2019,28,33,30.5
2130,4/1/2019,25,30,27.5
2131,4/2/2019,25,30,27.5
2132,4/3/2019,30,35,32.5
2133,4/4/2019,40,45,42.5
2134,4/5/2019,35,40,37.5
2135,4/6/2019,35,40,37.5
2136,4/7/2019,35,40,37.5
2137,4/8/2019,35,40,37.5
2138,4/9/2019,35,40,37.5
2139,4/10/2019,35,40,37.5
2140,4/11/2019,30,35,32.5
2141,4/12/2019,30,35,32.5
2142,4/13/2019,32,38,35
2143,4/14/2019,30,35,32.5
2144,4/15/2019,35,40,37.5
2145,4/16/2019,30,35,32.5
2146,4/17/2019,30,35,32.5
2147,4/18/2019,35,40,37.5
2148,4/19/2019,35,40,37.5
2149,4/20/2019,40,45,42.5
2150,4/21/2019,40,45,42.5
2151,4/22/2019,40,45,42.5
2152,4/23/2019,40,45,42.5
2153,4/24/2019,38,43,40.5
2154,4/25/2019,38,42,40
2155,4/26/2019,38,40,39
2156,4/27/2019,40,45,42.5
2157,4/28/2019,45,50,47.5
2158,4/29/2019,55,60,57.5
2159,4/30/2019,70,75,72.5
2160,5/1/2019,70,75,72.5
2161,5/2/2019,65,70,67.5
2162,5/3/2019,60,65,62.5
2163,5/4/2019,60,65,62.5
2164,5/5/2019,65,70,67.5
2165,5/6/2019,65,70,67.5
2166,5/7/2019,60,65,62.5
2167,5/8/2019,65,70,67.5
2168,5/9/2019,60,65,62.5
2169,5/10/2019,65,70,67.5
2170,5/11/2019,75,80,77.5
2171,5/12/2019,85,90,87.5
2172,5/13/2019,85,90,87.5
2173,5/14/2019,85,90,87.5
2174,5/15/2019,95,100,97.5
2175,5/16/2019,75,80,77.5
2176,5/17/2019,75,80,77.5
2177,5/18/2019,75,80,77.5
2178,5/19/2019,75,80,77.5
2179,5/20/2019,75,80,77.5
2180,5/21/2019,75,80,77.5
2181,5/22/2019,80,90,85
2182,5/23/2019,75,85,80
2183,5/24/2019,75,80,77.5
2184,5/25/2019,65,78,71.5
2185,5/26/2019,65,75,70
2186,5/27/2019,55,65,60
2187,5/28/2019,55,65,60
2188,5/29/2019,65,75,70
2189,5/30/2019,70,80,75
2190,5/31/2019,65,75,70
2191,6/1/2019,65,70,67.5
2192,6/2/2019,65,75,70
2193,6/3/2019,65,70,67.5
2194,6/4/2019,60,65,62.5
2195,6/5/2019,40,48,44
2196,6/6/2019,40,45,42.5
2197,6/7/2019,40,45,42.5
2198,6/8/2019,45,50,47.5
2199,6/9/2019,40,45,42.5
2200,6/10/2019,40,45,42.5
2201,6/11/2019,40,45,42.5
2202,6/12/2019,40,50,45
2203,6/13/2019,45,50,47.5
2204,6/14/2019,40,45,42.5
2205,6/15/2019,40,45,42.5
2206,6/16/2019,35,40,37.5
2207,6/17/2019,35,40,37.5
2208,6/18/2019,30,35,32.5
2209,6/19/2019,30,35,32.5
2210,6/20/2019,30,35,32.5
2211,6/21/2019,20,25,22.5
2212,6/22/2019,15,20,17.5
2213,6/23/2019,15,20,17.5
2214,6/24/2019,25,30,27.5
2215,6/25/2019,25,30,27.5
2216,6/26/2019,20,25,22.5
2217,6/27/2019,20,25,22.5
2218,6/28/2019,20,25,22.5
2219,6/29/2019,20,25,22.5
2220,6/30/2019,20,25,22.5
2221,7/1/2019,20,25,22.5
2222,7/2/2019,35,40,37.5
2223,7/3/2019,28,34,31
2224,7/4/2019,35,40,37.5
2225,7/5/2019,38,42,40
2226,7/6/2019,35,40,37.5
2227,7/7/2019,40,45,42.5
2228,7/8/2019,38,42,40
2229,7/9/2019,35,40,37.5
2230,7/10/2019,40,45,42.5
2231,7/11/2019,50,55,52.5
2232,7/12/2019,45,50,47.5
2233,7/13/2019,60,66,63
2234,7/14/2019,65,70,67.5
2235,7/15/2019,65,70,67.5
2236,7/16/2019,65,75,70
2237,7/17/2019,70,80,75
2238,7/18/2019,75,80,77.5
2239,7/19/2019,65,70,67.5
2240,7/20/2019,65,70,67.5
2241,7/21/2019,65,70,67.5
2242,7/22/2019,60,65,62.5
2243,7/23/2019,50,60,55
2244,7/24/2019,45,50,47.5
2245,7/25/2019,40,45,42.5
2246,7/26/2019,45,50,47.5
2247,7/27/2019,40,45,42.5
2248,7/28/2019,42,50,46
2249,7/29/2019,45,50,47.5
2250,7/30/2019,50,60,55
2251,7/31/2019,58,62,60
2252,8/1/2019,60,65,62.5
2253,8/2/2019,60,65,62.5
2254,8/3/2019,55,60,57.5
2255,8/4/2019,55,60,57.5
2256,8/5/2019,50,55,52.5
2257,8/6/2019,50,55,52.5
2258,8/7/2019,55,60,57.5
2259,8/8/2019,60,65,62.5
2260,8/9/2019,60,65,62.5
2261,8/10/2019,58,65,61.5
2262,8/11/2019,58,65,61.5
2263,8/12/2019,58,65,61.5
2264,8/13/2019,60,70,65
2265,8/14/2019,60,65,62.5
2266,8/15/2019,75,80,77.5
2267,8/16/2019,75,80,77.5
2268,8/17/2019,75,85,80
2269,8/18/2019,80,86,83
2270,8/19/2019,85,90,87.5
2271,8/20/2019,90,95,92.5
2272,8/21/2019,85,95,90
2273,8/22/2019,80,90,85
2274,8/23/2019,70,80,75
2275,8/24/2019,70,75,72.5
2276,8/25/2019,70,75,72.5
2277,8/26/2019,70,80,75
2278,8/27/2019,55,60,57.5
2279,8/28/2019,50,55,52.5
2280,8/29/2019,45,55,50
2281,8/30/2019,50,55,52.5
2282,8/31/2019,45,50,47.5
2283,9/1/2019,40,50,45
2284,9/2/2019,40,46,43
2285,9/3/2019,40,47,43.5
2286,9/4/2019,34,40,37
2287,9/5/2019,30,35,32.5
2288,9/6/2019,30,35,32.5
2289,9/7/2019,30,35,32.5
2290,9/8/2019,35,40,37.5
2291,9/9/2019,45,50,47.5
2292,9/10/2019,40,45,42.5
2293,9/11/2019,40,45,42.5
2294,9/12/2019,35,40,37.5
2295,9/13/2019,35,40,37.5
2296,9/14/2019,30,35,32.5
2297,9/15/2019,30,35,32.5
2298,9/16/2019,30,35,32.5
2299,9/17/2019,30,35,32.5
2300,9/18/2019,32,40,36
2301,9/19/2019,35,40,37.5
2302,9/20/2019,30,40,35
2303,9/21/2019,35,40,37.5
2304,9/22/2019,40,50,45
2305,9/23/2019,50,57,53.5
2306,9/24/2019,50,55,52.5
2307,9/25/2019,40,50,45
2308,9/26/2019,35,40,37.5
2309,9/27/2019,30,40,35
2310,9/28/2019,30,35,32.5
2311,9/29/2019,35,40,37.5
2312,9/30/2019,35,40,37.5
2313,10/1/2019,35,40,37.5
2314,10/2/2019,35,45,40
2315,10/3/2019,40,45,42.5
2316,10/4/2019,45,50,47.5
2317,10/5/2019,45,50,47.5
2318,10/6/2019,55,60,57.5
2319,10/7/2019,51.46666667,57.7,54.58333333
2320,10/8/2019,65,70,67.5
2321,10/9/2019,70,75,72.5
2322,10/10/2019,35,40,37.5
2323,10/11/2019,30,35,32.5
2324,10/12/2019,30,35,32.5
2325,10/13/2019,25,30,27.5
2326,10/14/2019,30,35,32.5
2327,10/15/2019,33,38,35.5
2328,10/16/2019,38,45,41.5
2329,10/17/2019,40,45,42.5
2330,10/18/2019,45,50,47.5
2331,10/19/2019,40,45,42.5
2332,10/20/2019,48,53,50.5
2333,10/21/2019,50,55,52.5
2334,10/22/2019,50,60,55
2335,10/23/2019,50,55,52.5
2336,10/24/2019,55,60,57.5
2337,10/25/2019,65,75,70
2338,10/26/2019,75,80,77.5
2339,10/27/2019,80,90,85
2340,10/28/2019,60,70,65
2341,10/29/2019,80,90,85
2342,10/30/2019,115,120,117.5
2343,10/31/2019,80,90,85
2344,11/1/2019,80,90,85
2345,11/2/2019,60,70,65
2346,11/3/2019,60,65,62.5
2347,11/4/2019,80,90,85
2348,11/5/2019,85,90,87.5
2349,11/6/2019,80,90,85
2350,11/7/2019,70,80,75
2351,11/8/2019,60,70,65
2352,11/9/2019,60,70,65
2353,11/10/2019,55,65,60
2354,11/11/2019,45,55,50
2355,11/12/2019,40,50,45
2356,11/13/2019,35,45,40
2357,11/14/2019,35,45,40
2358,11/15/2019,35,45,40
2359,11/16/2019,35,40,37.5
2360,11/17/2019,35,40,37.5
2361,11/18/2019,30,35,32.5
2362,11/19/2019,30,40,35
2363,11/20/2019,30,35,32.5
2364,11/21/2019,30,40,35
2365,11/22/2019,30,35,32.5
2366,11/23/2019,30,40,35
2367,11/24/2019,30,35,32.5
2368,11/25/2019,25,35,30
2369,11/26/2019,25,30,27.5
2370,11/27/2019,20,30,25
2371,11/28/2019,20,25,22.5
2372,11/29/2019,20,28,24
2373,11/30/2019,22,30,26
2374,12/1/2019,30,35,32.5
2375,12/2/2019,30,35,32.5
2376,12/3/2019,30,35,32.5
2377,12/4/2019,30,35,32.5
2378,12/5/2019,35,45,40
2379,12/6/2019,45,50,47.5
2380,12/7/2019,45,50,47.5
2381,12/8/2019,40,45,42.5
2382,12/9/2019,40,50,45
2383,12/10/2019,40,50,45
2384,12/11/2019,35,45,40
2385,12/12/2019,35,40,37.5
2386,12/13/2019,38,45,41.5
2387,12/14/2019,40,50,45
2388,12/15/2019,50,55,52.5
2389,12/16/2019,35,45,40
2390,12/17/2019,30,40,35
2391,12/18/2019,35,40,37.5
2392,12/19/2019,20,30,25
2393,12/20/2019,20,30,25
2394,12/21/2019,20,25,22.5
2395,12/22/2019,30,40,35
2396,12/23/2019,35,40,37.5
2397,12/24/2019,20,30,25
2398,12/25/2019,20,30,25
2399,12/26/2019,30,35,32.5
2400,12/27/2019,20,30,25
2401,12/28/2019,25,30,27.5
2402,12/29/2019,25,30,27.5
2403,12/30/2019,25,30,27.5
2404,12/31/2019,40,45,42.5
2405,1/1/2020,35,45,40
2406,1/2/2020,40,50,45
2407,1/3/2020,43,50,46.5
2408,1/4/2020,45,55,50
2409,1/5/2020,40,50,45
2410,1/6/2020,40,50,45
2411,1/7/2020,35,40,37.5
2412,1/8/2020,35,40,37.5
2413,1/9/2020,20,30,25
2414,1/10/2020,25,35,30
2415,1/11/2020,20,25,22.5
2416,1/12/2020,25,30,27.5
2417,1/13/2020,40,45,42.5
2418,1/14/2020,35,40,37.5
2419,1/15/2020,30,35,32.5
2420,1/16/2020,20,30,25
2421,1/17/2020,20,30,25
2422,1/18/2020,25,30,27.5
2423,1/19/2020,25,30,27.5
2424,1/20/2020,25,30,27.5
2425,1/21/2020,20,25,22.5
2426,1/22/2020,20,30,25
2427,1/23/2020,20,25,22.5
2428,1/24/2020,14,20,17
2429,1/25/2020,15,20,17.5
2430,1/26/2020,20,25,22.5
2431,1/27/2020,25,30,27.5
2432,1/28/2020,15,25,20
2433,1/29/2020,15,25,20
2434,1/30/2020,15,25,20
2435,1/31/2020,20,25,22.5
2436,2/1/2020,15,20,17.5
2437,2/2/2020,15,25,20
2438,2/3/2020,15,20,17.5
2439,2/4/2020,15,20,17.5
2440,2/5/2020,22,25,23.5
2441,2/6/2020,15,20,17.5
2442,2/7/2020,15,20,17.5
2443,2/8/2020,15,20,17.5
2444,2/9/2020,15,20,17.5
2445,2/10/2020,12,20,16
2446,2/11/2020,10,15,12.5
2447,2/12/2020,10,15,12.5
2448,2/13/2020,10,15,12.5
2449,2/14/2020,20,25,22.5
2450,2/15/2020,20,25,22.5
2451,2/16/2020,20,25,22.5
2452,2/17/2020,20,25,22.5
2453,2/18/2020,20,25,22.5
2454,2/19/2020,14,20,17
2455,2/20/2020,15,20,17.5
2456,2/21/2020,12,20,16
2457,2/22/2020,10,15,12.5
2458,2/23/2020,15,20,17.5
2459,2/24/2020,15,20,17.5
2460,2/25/2020,15,20,17.5
2461,2/26/2020,15,20,17.5
2462,2/27/2020,20,25,22.5
2463,2/28/2020,10,15,12.5
2464,2/29/2020,12,20,16
2465,3/1/2020,30,40,35
2466,3/2/2020,25,30,27.5
2467,3/3/2020,40.68965517,46.03448276,43.36206897
2468,3/4/2020,25,30,27.5
2469,3/5/2020,25,30,27.5
2470,3/6/2020,30,35,32.5
2471,3/7/2020,40,45,42.5
2472,3/8/2020,30,35,32.5
2473,3/9/2020,25,30,27.5
2474,3/10/2020,25,30,27.5
2475,3/11/2020,25,30,27.5
2476,3/12/2020,25,30,27.5
2477,3/13/2020,30,35,32.5
2478,3/14/2020,30,35,32.5
2479,3/15/2020,35,40,37.5
2480,3/16/2020,35,40,37.5
2481,3/17/2020,35,40,37.5
2482,3/18/2020,35,40,37.5
2483,3/19/2020,35,40,37.5
2484,3/20/2020,35,40,37.5
2485,3/21/2020,35,40,37.5
2486,3/22/2020,50,55,52.5
2487,3/23/2020,55,60,57.5
2488,3/24/2020,40.68965517,46.03448276,43.36206897
2489,3/25/2020,50,60,55
2490,3/26/2020,75,80,77.5
2491,3/27/2020,65,70,67.5
2492,3/28/2020,65,70,67.5
2493,3/29/2020,75,80,77.5
2494,3/30/2020,80,85,82.5
2495,3/31/2020,55,60,57.5
2496,4/1/2020,45,50,47.5
2497,4/2/2020,45,50,47.5
2498,4/3/2020,35,40,37.5
2499,4/4/2020,35,40,37.5
2500,4/5/2020,35,40,37.5
2501,4/6/2020,35,40,37.5
2502,4/7/2020,45,50,47.5
2503,4/8/2020,45,50,47.5
2504,4/9/2020,29.11764706,34.11764706,31.61764706
2505,4/10/2020,29.11764706,34.11764706,31.61764706
2506,4/11/2020,29.11764706,34.11764706,31.61764706
2507,4/12/2020,29.11764706,34.11764706,31.61764706
2508,4/13/2020,29.11764706,34.11764706,31.61764706
2509,4/14/2020,29.11764706,34.11764706,31.61764706
2510,4/15/2020,29.11764706,34.11764706,31.61764706
2511,4/16/2020,29.11764706,34.11764706,31.61764706
2512,4/17/2020,29.11764706,34.11764706,31.61764706
2513,4/18/2020,29.11764706,34.11764706,31.61764706
2514,4/19/2020,29.11764706,34.11764706,31.61764706
2515,4/20/2020,29.11764706,34.11764706,31.61764706
2516,4/21/2020,29.11764706,34.11764706,31.61764706
2517,4/22/2020,20,25,22.5
2518,4/23/2020,15,20,17.5
2519,4/24/2020,20,25,22.5
2520,4/25/2020,20,25,22.5
2521,4/26/2020,20,25,22.5
2522,4/27/2020,20,25,22.5
2523,4/28/2020,20,25,22.5
2524,4/29/2020,20,25,22.5
2525,4/30/2020,20,25,22.5
2526,5/1/2020,20,25,22.5
2527,5/2/2020,20,25,22.5
2528,5/3/2020,25,30,27.5
2529,5/4/2020,25,30,27.5
2530,5/5/2020,25,30,27.5
2531,5/6/2020,30,35,32.5
2532,5/7/2020,25,30,27.5
2533,5/8/2020,25,30,27.5
2534,5/9/2020,25,30,27.5
2535,5/10/2020,30,35,32.5
2536,5/11/2020,35,40,37.5
2537,5/12/2020,35,40,37.5
2538,5/13/2020,35,40,37.5
2539,5/14/2020,35,40,37.5
2540,5/15/2020,30,35,32.5
2541,5/16/2020,30,35,32.5
2542,5/17/2020,45,50,47.5
2543,5/18/2020,40,45,42.5
2544,5/19/2020,25,35,30
2545,5/20/2020,30,35,32.5
2546,5/21/2020,25,30.16666667,27.58333333
2547,5/22/2020,20,25,22.5
2548,5/23/2020,15,20,17.5
2549,5/24/2020,15,20,17.5
2550,5/25/2020,15,20,17.5
2551,5/26/2020,15,20,17.5
2552,5/27/2020,15,20,17.5
2553,5/28/2020,20,25,22.5
2554,5/29/2020,20,25,22.5
2555,5/30/2020,15,20,17.5
2556,5/31/2020,10,15,12.5
2557,6/1/2020,15,20,17.5
2558,6/2/2020,10,15,12.5
2559,6/3/2020,15,20,17.5
2560,6/4/2020,15,20,17.5
2561,6/5/2020,25,30,27.5
2562,6/6/2020,35,40,37.5
2563,6/7/2020,25,30,27.5
2564,6/8/2020,30,35,32.5
2565,6/9/2020,25,30,27.5
2566,6/10/2020,25,30,27.5
2567,6/11/2020,25,30,27.5
2568,6/12/2020,25,30,27.5
2569,6/13/2020,20,25,22.5
2570,6/14/2020,25,30,27.5
2571,6/15/2020,25,30,27.5
2572,6/16/2020,25,30,27.5
2573,6/17/2020,20,25,22.5
2574,6/18/2020,22,25,23.5
2575,6/19/2020,15,20,17.5
2576,6/20/2020,15,20,17.5
2577,6/21/2020,15,20,17.5
2578,6/22/2020,15,20,17.5
2579,6/23/2020,15,20,17.5
2580,6/24/2020,15,20,17.5
2581,6/25/2020,15,20,17.5
2582,6/26/2020,25,30,27.5
2583,6/27/2020,25,30,27.5
2584,6/28/2020,25,30,27.5
2585,6/29/2020,20,25,22.5
2586,6/30/2020,20,25,22.5
2587,7/1/2020,15,20,17.5
2588,7/2/2020,10,15,12.5
2589,7/3/2020,10,15,12.5
2590,7/4/2020,10,15,12.5
2591,7/5/2020,15,20,17.5
2592,7/6/2020,15,20,17.5
2593,7/7/2020,15,20,17.5
2594,7/8/2020,15,20,17.5
2595,7/9/2020,12,18,15
2596,7/10/2020,12,18,15
2597,7/11/2020,10,15,12.5
2598,7/12/2020,18.3,23.66666667,20.98333333
2599,7/13/2020,10,15,12.5
2600,7/14/2020,10,15,12.5
2601,7/15/2020,10,15,12.5
2602,7/16/2020,10,15,12.5
2603,7/17/2020,12,18,15
2604,7/18/2020,13,18,15.5
2605,7/19/2020,12,18,15
2606,7/20/2020,12,18,15
2607,7/21/2020,15,20,17.5
2608,7/22/2020,15,20,17.5
2609,7/23/2020,15,20,17.5
2610,7/24/2020,18,22,20
2611,7/25/2020,25,30,27.5
2612,7/26/2020,28,35,31.5
2613,7/27/2020,35,40,37.5
2614,7/28/2020,40,50,45
2615,7/29/2020,40,45,42.5
2616,7/30/2020,45,50,47.5
2617,7/31/2020,45,50,47.5
2618,8/1/2020,40,45,42.5
2619,8/2/2020,40,45,42.5
2620,8/3/2020,45,50,47.5
2621,8/4/2020,40,45,42.5
2622,8/5/2020,40,45,42.5
2623,8/6/2020,40,45,42.5
2624,8/7/2020,35,40,37.5
2625,8/8/2020,35,40,37.5
2626,8/9/2020,34,40,37
2627,8/10/2020,30,35,32.5
2628,8/11/2020,28,33,30.5
2629,8/12/2020,25,30,27.5
2630,8/13/2020,25,30,27.5
2631,8/14/2020,25,30,27.5
2632,8/15/2020,25,30,27.5
2633,8/16/2020,25,30,27.5
2634,8/17/2020,35,40,37.5
2635,8/18/2020,45,50,47.5
2636,8/19/2020,55,60,57.5
2637,8/20/2020,65,70,67.5
2638,8/21/2020,60,65,62.5
2639,8/22/2020,60,65,62.5
2640,8/23/2020,60,65,62.5
2641,8/24/2020,50,60,55
2642,8/25/2020,50,60,55
2643,8/26/2020,40,50,45
2644,8/27/2020,50,55,52.5
2645,8/28/2020,75,80,77.5
2646,8/29/2020,75,80,77.5
2647,8/30/2020,70,75,72.5
2648,8/31/2020,65,70,67.5
2649,9/1/2020,45,50,47.5
2650,9/2/2020,50,55,52.5
2651,9/3/2020,50,60,55
2652,9/4/2020,50,60,55
2653,9/5/2020,50,60,55
2654,9/6/2020,50,60,55
2655,9/7/2020,45,50,47.5
2656,9/8/2020,45,50,47.5
2657,9/9/2020,40,45,42.5
2658,9/10/2020,40,45,42.5
2659,9/11/2020,40,45,42.5
2660,9/12/2020,50,55,52.5
2661,9/13/2020,50,60,55
2662,9/14/2020,70,75,72.5
2663,9/15/2020,75,80,77.5
2664,9/16/2020,75,80,77.5
2665,9/17/2020,90,100,95
2666,9/18/2020,95,100,97.5
2667,9/19/2020,80,85,82.5
2668,9/20/2020,85,90,87.5
2669,9/21/2020,80,85,82.5
2670,9/22/2020,80,90,85
2671,9/23/2020,80,85,82.5
2672,9/24/2020,80,85,82.5
2673,9/25/2020,85,90,87.5
2674,9/26/2020,75,80,77.5
2675,9/27/2020,65,70,67.5
2676,9/28/2020,75,85,80
2677,9/29/2020,90,95,92.5
2678,9/30/2020,70,75,72.5
2679,10/1/2020,60,65,62.5
2680,10/2/2020,45,50,47.5
2681,10/3/2020,45,50,47.5
2682,10/4/2020,45,50,47.5
2683,10/5/2020,35,40,37.5
2684,10/6/2020,35,40,37.5
2685,10/7/2020,35,40,37.5
2686,10/8/2020,35,40,37.5
2687,10/9/2020,40,45,42.5
2688,10/10/2020,40,45,42.5
2689,10/11/2020,45,50,47.5
2690,10/12/2020,65,70,67.5
2691,10/13/2020,75,80,77.5
2692,10/14/2020,60,70,65
2693,10/15/2020,55,60,57.5
2694,10/16/2020,65,70,67.5
2695,10/17/2020,60,70,65
2696,10/18/2020,60,65,62.5
2697,10/19/2020,55,60,57.5
2698,10/20/2020,60,65,62.5
2699,10/21/2020,70,80,75
2700,10/22/2020,75,85,80
2701,10/23/2020,70,80,75
2702,10/24/2020,75,85,80
2703,10/25/2020,100,115,107.5
2704,10/26/2020,90,100,95
2705,10/27/2020,70,80,75
2706,10/28/2020,60,65,62.5
2707,10/29/2020,45,55,50
2708,10/30/2020,45,50,47.5
2709,10/31/2020,50,55,52.5
2710,11/1/2020,55,60,57.5
2711,11/2/2020,45,55,50
2712,11/3/2020,42,50,46
2713,11/4/2020,55,62,58.5
2714,11/5/2020,50,55,52.5
2715,11/6/2020,42,50,46
2716,11/7/2020,40,45,42.5
2717,11/8/2020,35,40,37.5
2718,11/9/2020,38,45,41.5
2719,11/10/2020,35,42,38.5
2720,11/11/2020,40,45,42.5
2721,11/12/2020,42,50,46
2722,11/13/2020,40,45,42.5
2723,11/14/2020,35,40,37.5
2724,11/15/2020,35,40,37.5
2725,11/16/2020,40,50,45
2726,11/17/2020,45,50,47.5
2727,11/18/2020,50,60,55
2728,11/19/2020,50,55,52.5
2729,11/20/2020,40,45,42.5
2730,11/21/2020,35,40,37.5
2731,11/22/2020,30,40,35
2732,11/23/2020,40,45,42.5
2733,11/24/2020,40,45,42.5
2734,11/25/2020,40,50,45
2735,11/26/2020,40,50,45
2736,11/27/2020,45,55,50
2737,11/28/2020,45,52,48.5
2738,11/29/2020,35,40,37.5
2739,11/30/2020,40,45,42.5
2740,12/1/2020,45,55,50
2741,12/2/2020,48,55,51.5
2742,12/3/2020,50,55,52.5
2743,12/4/2020,45,55,50
2744,12/5/2020,45,55,50
